id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5
c3899	pop04	1.70354	4.64088	-0.19748	2.33419	0.46298
c4283	pop05	3.7263	3.17394	1.21277	5.20017	-0.07953
c0665	pop08	-1.768	-0.14468	-0.97101	0.39331	0.77951
c4257	pop05	5.59248	4.27931	0.60015	5.95381	-0.8541
c4976	pop01	0.32862	0.70225	1.27517	-1.35367	4.03277
c2032	pop08	2.25387	-0.26433	-0.13129	1.70508	1.43793
c1732	pop08	-1.29797	-2.32987	0.06927	-0.15588	1.06807
c4149	pop04	-1.47237	6.21936	-0.53731	5.33479	0.0405
c3555	pop04	-0.2905	4.28424	0.30387	2.47116	-0.90439
c4376	pop05	6.73248	5.20734	-0.7631	6.38941	-0.66985
c1359	pop08	2.69091	0.20043	1.32929	0.00732	-1.45715
c4756	pop06	0.46212	5.2474	3.9174	1.10446	1.36032
c3469	pop04	1.05877	5.45247	-0.65491	4.94177	-0.98467
c2198	pop08	0.18362	-1.00201	-0.89123	1.43413	-0.64624
c2603	pop02	4.56605	5.34071	0.28035	0.68278	-2.80906
c0926	pop08	0.56743	-0.06909	-1.05908	0.53212	0.96353
c3909	pop04	0.38123	5.78501	-0.451	4.94148	1.02811
c3789	pop04	-0.18832	4.74822	-0.44391	6.41265	-1.24197
c4110	pop04	0.80332	6.22641	-1.52248	6.61076	1.24693
c3996	pop04	0.55558	5.3303	0.00672	5.37902	-0.45959
c1277	pop08	2.30894	-1.09791	-2.55134	0.3909	-1.5275
c0224	pop08	1.1735	0.37927	-1.53435	-0.74135	-0.95466
c0612	pop08	0.13236	2.95568	-0.76995	-0.18831	-0.03839
c0488	pop08	-0.8408	-0.16497	-0.1213	-0.03464	-1.14856
c0907	pop08	0.46783	-0.47288	0.89093	-0.52849	0.28427
c0024	pop08	0.45959	-1.53286	0.41066	-0.94649	-0.30808
c4408	pop05	3.45611	4.3504	0.87974	3.78702	0.16913
c0268	pop08	-1.18777	0.07782	-0.6144	-0.0243	-0.17024
c0178	pop08	3.04377	-0.58321	-0.86652	0.09033	1.48725
c0441	pop08	0.48712	-0.73204	0.45518	0.67661	-0.90461
c3324	pop04	1.44846	5.17762	0.14087	4.47631	-0.93878
c1483	pop08	-0.60603	0.81055	-1.10315	-0.64984	-0.57468
c0400	pop08	-0.91649	1.47733	1.26225	-0.05147	-0.52536
c1954	pop08	0.66256	-1.12911	1.06283	1.60865	-1.34787
c1303	pop08	1.97322	0.15157	0.11665	1.22279	-1.57021
c4525	pop05	5.99247	5.6479	0.06356	3.30604	-1.64731
c1883	pop08	1.47494	-0.49167	0.98999	2.74431	-0.27119
c4375	pop05	5.70329	7.11887	-0.3792	5.06446	0.25196
c0730	pop08	-0.57793	-0.97541	-1.17913	0.17686	-0.27178
c1905	pop08	-0.23453	1.57025	1.19232	-0.31785	-1.17813
c3886	pop04	0.18517	4.93888	0.3793	4.3485	-0.37736
c4711	pop06	-0.02185	4.48919	5.30323	2.31001	0.3689
c1233	pop08	-2.61104	0.62322	1.72248	0.79582	-0.37868
c1315	pop08	0.00303	-1.28141	-0.02132	-0.09034	-0.29984
c0497	pop08	2.22559	1.88381	0.2425	-0.10915	0.38019
c4840	pop06	0.23658	7.1793	4.63272	-0.56732	1.3756
c0360	pop08	1.94871	1.24055	1.26489	1.23575	0.6172
c1899	pop08	-0.14422	-0.68682	-0.64397	2.51873	0.20098
c3556	pop04	0.55005	5.08329	0.78682	5.63755	0.83645
c2982	pop03	4.26839	-0.44917	3.80645	0.15028	-0.86795
c4768	pop06	-1.36392	5.00455	6.09479	-0.6445	-0.40089
c3272	pop04	2.3189	6.06963	0.65065	6.05981	-0.25497
c4203	pop05	5.93847	5.02474	-0.66425	5.29241	0.27283
c1805	pop08	0.47286	0.47846	0.65529	0.50319	-0.3492
c3270	pop04	-0.5875	3.85507	-0.0978	4.92785	0.65919
c4198	pop04	0.20577	3.96934	1.08035	4.91132	1.85466
c1639	pop08	0.68507	0.3326	-0.61768	0.75895	-0.0892
c2159	pop08	1.05512	0.48874	0.80429	0.10142	0.06215
c0976	pop08	1.90361	-0.103	-0.03779	2.26179	1.13189
c1287	pop08	-0.60892	-0.41624	0.04624	-0.44726	1.59027
c4453	pop05	3.66793	3.93644	2.02663	3.40521	2.92574
c4912	pop01	-1.04095	-0.21478	1.20352	-0.13952	3.36772
c1426	pop08	-1.88395	-1.5255	0.37007	-0.12923	-0.63494
c0862	pop08	0.5065	1.30985	-0.57977	1.83128	0.9212
c4162	pop04	0.18332	4.28208	0.28134	4.80055	0.71476
c2085	pop08	0.78618	1.18778	-2.51915	-1.04118	0.16445
c4463	pop05	3.48936	3.65289	-0.04148	4.29224	-0.64178
c0354	pop08	-0.22605	-0.49503	0.38005	-1.38707	1.67765
c0030	pop08	-0.93595	0.36698	-0.00634	-0.4443	1.72693
c4103	pop04	-0.05489	4.71711	-1.68685	5.62163	-0.04555
c1718	pop08	0.58311	0.58578	2.25301	-2.26178	-0.42802
c4084	pop04	0.50929	6.22576	1.35555	3.8271	-0.77412
c1822	pop08	-1.7297	1.25186	-0.59237	-0.16218	-0.73987
c0503	pop08	0.70973	-0.29939	-0.20261	0.39315	-2.29554
c4082	pop04	0.73201	4.7857	-0.8912	4.27022	-2.12781
c0903	pop08	-1.48741	0.08606	1.33064	-0.52731	0.40396
c2911	pop03	5.9486	-0.91507	4.71563	-1.12366	0.12656
c0755	pop08	-0.7522	0.02832	-0.99663	0.739	0.22411
c1409	pop08	0.19644	0.63526	-0.75154	-1.01432	-0.75407
c4625	pop05	5.77291	5.46844	-0.49822	5.12301	1.14012
c2539	pop08	0.34149	0.54132	-0.71913	0.32968	0.50314
c4965	pop01	-0.12694	0.65188	-0.28393	1.09894	4.39258
c2380	pop08	1.85216	-1.17725	-0.88641	0.18034	1.00499
c0507	pop08	-1.52711	-0.90077	-0.76641	-0.28181	0.81605
c0574	pop08	-0.64119	0.68314	0.12374	-0.30197	0.91085
c4200	pop04	0.70365	6.31194	-1.03647	5.98777	-2.3515
c1637	pop08	0.55053	1.09883	-0.05626	1.59282	0.66925
c1699	pop08	-1.57605	0.49225	-0.33374	-0.5933	-0.14844
c0566	pop08	1.3901	0.3523	0.22846	1.07666	1.59935
c2151	pop08	-0.27516	0.97943	0.07892	-0.50693	0.41786
c3963	pop04	1.56052	5.89363	1.44731	4.72925	0.41403
c3736	pop04	-0.53499	4.51059	-0.61451	4.84866	-2.17938
c4972	pop01	0.26997	-1.93178	0.27282	1.25628	5.40607
c3709	pop04	0.13796	4.57271	-0.67921	4.93836	-1.05484
c1062	pop08	-0.28754	-1.27603	0.75082	0.73304	0.61366
c3014	pop03	6.5832	0.12153	3.70098	0.10654	-1.03472
c0744	pop08	-0.92749	-0.96187	-0.98512	1.08928	-0.75354
c0282	pop08	0.47017	-0.39947	-0.251	-0.17821	-0.58769
c0080	pop08	-0.31706	0.7623	-0.04498	-0.71381	1.22462
c1667	pop08	-0.87843	1.3268	0.1829	-0.78412	0.25815
c1744	pop08	1.02165	-0.56977	-0.95236	0.543	0.40588
c4729	pop06	0.73607	4.70342	4.82601	0.2987	0.61687
c3873	pop04	1.19517	4.96169	-0.09075	5.00402	0.70145
c1355	pop08	1.40181	0.53335	1.47281	-0.749	-0.87168
c0170	pop08	1.47101	-1.60994	1.10128	0.59324	0.99125
c4412	pop05	6.73782	3.02433	-1.63923	2.62897	-0.43448
c2750	pop02	3.08974	4.27193	0.81081	-0.34255	-0.70692
c3319	pop04	0.15804	4.95643	-1.87212	3.08394	-2.57281
c3344	pop04	-1.69284	4.65394	2.07327	1.88233	0.60996
c4685	pop05	4.94098	5.23642	0.63558	6.18383	-0.32157
c4609	pop05	5.75565	6.1335	-0.47747	5.97303	-1.16191
c2461	pop08	-0.18633	0.66848	-1.63111	1.44701	-0.89006
c1019	pop08	-0.27838	-0.31949	0.66804	-0.8195	0.83732
c2063	pop08	0.89413	0.80481	-0.7629	-2.48196	1.35325
c0875	pop08	-1.51835	-1.15003	2.21709	-0.45847	-0.16773
c1990	pop08	1.35402	0.52113	0.08033	0.07657	-0.17157
c0793	pop08	-1.00514	0.51919	-0.55185	0.47259	-1.1636
c1519	pop08	1.23388	0.05316	-0.39573	-0.57252	-0.53621
c3839	pop04	-1.32693	3.97216	-0.95197	5.99274	0.48442
c0359	pop08	-0.11256	0.73872	0.44966	0.87171	-0.39388
c3403	pop04	0.41828	5.6957	-0.3345	6.43519	-0.88041
c0204	pop08	0.70073	-2.03288	-0.05244	-1.94814	0.57205
c0948	pop08	-1.12434	-0.55988	0.55471	0.15363	-1.06153
c3422	pop04	0.58444	5.87885	-0.54426	5.99379	-0.60858
c0838	pop08	0.19789	2.18574	0.69182	0.91606	-0.68625
c3849	pop04	0.62698	6.02409	0.96298	5.79362	-0.97936
c1626	pop08	0.68979	0.51729	-0.41473	1.14952	0.69572
c4460	pop05	6.10482	5.32282	1.85087	6.11608	1.00632
c2950	pop03	5.94161	0.60034	3.62021	0.54171	-0.86765
c0293	pop08	-1.76623	1.14526	0.92495	1.07544	-1.66904
c0913	pop08	0.67279	0.42107	0.25657	-1.10536	-1.64549
c3005	pop03	6.5934	0.28141	4.05116	-1.89504	0.26322
c4624	pop05	6.30636	4.48147	0.43905	4.22841	-0.22999
c1061	pop08	1.36819	-0.05691	-1.33181	-0.53801	-0.14152
c4633	pop05	5.84491	4.09904	-0.69027	4.21475	0.07234
c3021	pop03	6.26139	2.02488	5.02576	1.41214	0.12415
c4340	pop05	4.0648	4.66236	0.01905	6.09101	-0.27872
c2081	pop08	-0.94975	-0.18118	0.47445	0.24841	0.67061
c0545	pop08	-0.56769	1.29238	1.28082	1.19257	0.39038
c4369	pop05	4.26594	4.22103	1.76802	5.46606	-0.62263
c0257	pop08	1.47697	-0.17108	-1.05986	-0.09353	-0.64581
c1168	pop08	0.68866	0.86626	-0.11081	-1.4636	1.11698
c0644	pop08	-0.5144	-0.29894	1.56462	0.66242	-3.04552
c3945	pop04	-0.42229	6.34697	-0.8669	4.13586	0.7088
c3045	pop03	4.77938	-0.7129	3.87617	-1.74524	0.61144
c4091	pop04	1.73007	6.43218	-1.50989	5.52992	-0.57117
c0553	pop08	-1.14115	-0.22287	-0.19797	0.09814	-1.31354
c3302	pop04	0.87657	3.73342	-1.36208	5.12078	-0.9309
c4464	pop05	5.52901	5.16764	-0.65511	5.64947	-1.17764
c3613	pop04	-0.20367	3.68959	1.94163	4.65877	-0.99531
c0196	pop08	0.50069	-1.26792	-0.39878	-1.08	0.66334
c1574	pop08	-0.77405	-0.94181	0.94561	-1.24354	-2.9527
c2832	pop02	4.57671	6.07055	0.13535	0.18719	-1.92724
c1177	pop08	1.06185	0.62912	0.82261	-0.32695	0.5446
c3699	pop04	-0.4604	5.25421	0.43856	4.78223	-1.14509
c0752	pop08	0.1037	0.30504	0.04794	1.44928	-0.80596
c2480	pop08	-1.61989	0.9106	1.19784	-2.77024	0.92832
c4287	pop05	3.7084	5.04697	-0.59249	6.64014	1.53677
c1072	pop08	-0.43008	-0.60153	-1.22171	0.13929	-0.15891
c4990	pop01	0.59828	1.05772	-0.50537	0.50302	6.31551
c2949	pop03	2.57844	-0.29335	6.498	0.48618	1.40065
c1259	pop08	-1.24524	1.18193	0.56838	0.75401	0.24807
c0129	pop08	-0.6361	0.47343	-0.51631	-0.05042	-3.39434
c4693	pop05	5.50599	5.38157	-0.6947	6.06975	1.49232
c4557	pop05	7.49552	5.52169	-0.05373	4.63743	-1.64424
c1617	pop08	1.61876	0.76931	-0.65356	1.68179	-0.67165
c0519	pop08	0.42734	1.87153	0.22045	-0.34542	0.34868
c4132	pop04	0.84756	4.89324	-0.14725	4.34883	-0.40348
c1936	pop08	0.10851	-1.19334	-1.66086	-2.6695	0.16063
c3619	pop04	-1.03454	6.42591	-0.78893	5.68842	0.06335
c2400	pop08	0.31628	-0.72111	-0.46838	0.26586	-0.21494
c4661	pop05	4.56597	4.82138	2.73679	4.31159	-0.49569
c3811	pop04	-1.11426	3.64486	-0.63166	5.13957	-0.5959
c4268	pop05	4.03025	4.90828	-0.60858	5.07365	-0.66288
c0392	pop08	-3.39606	0.83809	-0.09057	-0.97998	-0.01334
c2958	pop03	4.8172	-1.15861	4.65594	0.96649	1.18498
c0844	pop08	0.40601	1.372	0.41376	0.70607	-1.03689
c1205	pop08	1.13398	-0.7858	0.11631	-2.09235	-0.22367
c1630	pop08	-0.03169	0.79708	-0.3485	1.31834	0.56054
c0610	pop08	1.01165	0.24685	2.04976	-1.25572	-0.30127
c1224	pop08	0.45351	-0.19242	0.40376	1.6524	0.62318
c4061	pop04	1.52244	6.21111	-1.26698	3.89371	-0.0363
c1255	pop08	0.8463	-0.90138	-0.44331	2.23321	-0.88764
c0602	pop08	0.61247	-0.74613	0.46941	1.58259	0.45765
c1216	pop08	0.60206	-0.5394	-0.72116	0.75843	-1.99432
c2990	pop03	5.16897	-1.21105	5.18087	0.63836	0.15762
c4272	pop05	4.31437	3.96677	-0.62704	3.6431	-0.05989
c0118	pop08	0.16903	-1.09814	-1.55408	2.00572	0.19719
c3328	pop04	0.4399	4.85369	0.8402	5.11372	0.34642
c1273	pop08	0.45518	-1.10125	-1.70999	0.26112	0.44552
c0715	pop08	-0.37365	0.49801	2.66781	-0.49279	-0.54972
c3601	pop04	-1.24846	5.18826	1.15384	4.92773	0.00306
c1729	pop08	-1.94024	0.28921	0.79752	0.95352	1.14148
c2450	pop08	-0.51744	0.60951	0.51172	0.02656	0.73775
c0943	pop08	0.10204	1.76183	-0.02246	-0.79085	-0.68664
c4405	pop05	4.36891	5.8704	-0.38737	4.54524	0.2797
c4194	pop04	-0.33105	4.5226	-0.47905	3.72593	-0.95398
c4764	pop06	-0.59073	5.12161	6.29904	1.80903	0.44267
c3501	pop04	-1.92208	5.18906	-0.8885	3.04305	-0.51175
c1791	pop08	-0.16942	0.73037	0.22855	0.26912	0.86944
c3814	pop04	0.52413	5.56987	1.82935	6.28843	-0.79333
c2290	pop08	-1.64844	-0.28167	-1.45715	1.10646	0.80773
c2995	pop03	6.04287	-1.81082	5.00926	0.61494	1.20439
c0687	pop08	0.58523	0.47912	1.03273	-1.61377	-0.71806
c4231	pop05	4.80561	6.60516	-0.1134	5.53763	0.76854
c4327	pop05	5.00806	4.92019	0.4948	4.52391	1.10591
c2494	pop08	-0.77897	0.71563	0.35707	-0.76423	-0.53656
c4021	pop04	-0.65138	4.41693	-1.14144	6.65535	-0.05855
c4741	pop06	-0.46938	5.31824	3.67145	-0.33543	0.07269
c0203	pop08	0.18551	-0.53869	1.9947	-0.7083	1.03731
c0881	pop08	-0.49028	0.79705	-0.4593	-0.69046	1.6532
c2436	pop08	2.35189	1.03744	0.12761	-1.10216	0.02372
c2712	pop02	5.30609	3.67275	1.03576	-1.05257	1.45943
c2522	pop08	-1.89864	-0.23421	-0.78622	-0.32819	0.01328
c0867	pop08	0.24232	0.82939	-0.62298	0.94308	0.8656
c0693	pop08	0.56963	0.67561	-0.00088	-0.87959	0.24071
c4263	pop05	5.24253	6.12128	-0.41792	5.61061	0.54029
c3318	pop04	-0.46027	5.64665	-0.47645	5.86731	0.64955
c1996	pop08	0.26172	-1.96671	0.47224	0.99845	-0.42311
c2844	pop02	2.19215	4.01266	1.31741	-0.11784	1.18761
c3989	pop04	1.52909	5.23178	-0.36406	5.75871	0.49636
c0658	pop08	-0.28526	0.81407	-0.1723	-1.35823	-0.71308
c4726	pop06	-1.07305	4.00663	4.88907	1.8779	-0.14
c2043	pop08	-2.08346	0.92569	-0.46822	-0.50323	0.29022
c1817	pop08	-0.16599	1.61629	-0.6498	0.41323	0.06365
c0583	pop08	0.35175	-0.06527	-0.23897	-0.79319	-1.41435
c4502	pop05	4.10058	3.82066	-0.66547	5.20633	0.45063
c1643	pop08	-0.08506	0.0395	-0.37634	-0.63405	1.19036
c1246	pop08	-1.34285	-1.38683	-0.21284	0.2751	0.37637
c3249	pop04	-1.21616	4.78251	-1.30987	5.89639	1.00079
c4891	pop06	-1.43623	5.51336	5.38236	1.5142	-1.7688
c2184	pop08	0.58535	-0.33175	-0.03129	-1.5945	-0.13231
c0104	pop08	-0.50248	0.09532	0.83244	0.0767	0.68948
c4403	pop05	7.22955	4.77484	-1.46947	4.05968	-0.38127
c2170	pop08	0.33797	-0.33167	-1.96125	-0.75275	1.0931
c3454	pop04	-0.35639	6.24766	0.51063	5.40739	-0.46448
c4254	pop05	4.86647	5.50688	-0.36861	6.18315	0.58187
c3655	pop04	0.07781	5.03282	-0.09253	6.04981	0.86244
c4675	pop05	5.39069	4.7086	-1.68312	3.95369	-1.54094
c4797	pop06	1.08451	5.96862	4.55836	0.81334	-2.24077
c0779	pop08	-0.18475	0.39621	0.75196	0.36086	1.11418
c0072	pop08	-0.45547	-1.96123	-0.09651	0.38783	0.30275
c1986	pop08	-0.78971	1.67932	2.43778	0.75544	1.26816
c4165	pop04	1.21977	5.44097	0.33788	4.77033	-0.62091
c0979	pop08	-1.24723	-1.26726	-1.39771	-0.09927	1.40872
c3152	pop03	5.28478	-0.03827	4.51227	0.78926	1.21437
c4025	pop04	0.95569	4.92043	-0.35827	6.08096	0.41791
c4890	pop06	0.6195	4.82432	4.09053	-0.27394	0.47401
c0365	pop08	-0.50963	1.40524	0.45063	-0.98913	1.15818
c4902	pop01	0.7069	-1.55961	0.38341	-0.38494	5.89991
c1462	pop08	0.1353	0.10821	-1.21429	-1.62625	0.78088
c2845	pop02	3.79304	6.1129	0.21423	1.97499	0.91344
c4647	pop05	5.80514	4.95301	0.78682	5.37869	-1.22549
c4538	pop05	4.86619	4.2311	0.26232	5.10632	-0.8387
c4416	pop05	6.32924	4.79001	-0.10946	2.81262	0.81008
c1302	pop08	0.3673	0.48568	2.42185	0.68107	-0.05743
c1511	pop08	-0.37444	0.71554	-1.40326	-1.34915	1.01284
c3576	pop04	1.1051	3.70422	-0.55974	3.01848	-0.634
c2398	pop08	0.31782	1.23729	-0.0279	0.72475	-0.02725
c1687	pop08	-0.40427	-0.06674	-0.74391	-1.17611	-1.59446
c1399	pop08	-1.37307	1.02152	0.21783	-0.81678	0.4545
c3690	pop04	-0.16309	5.41872	0.2461	4.87107	-0.51721
c3904	pop04	0.66124	6.05575	-0.62144	3.88738	-0.09244
c2096	pop08	1.04437	0.83935	0.48125	-0.23291	1.11301
c0090	pop08	-1.19453	1.38438	-1.04465	-0.82924	-0.77832
c3769	pop04	-0.32611	4.79152	0.86005	4.33368	-0.8291
c2948	pop03	3.93905	-1.0355	4.38386	-0.40071	0.12532
c3167	pop03	6.53454	1.04706	4.01218	0.48104	0.01601
c3777	pop04	-0.96483	4.84157	2.3889	4.74676	-1.21706
c0590	pop08	-0.36509	0.77875	-1.09554	-0.96732	1.35793
c3132	pop03	4.34974	1.0988	6.7149	-0.44957	0.51673
c4887	pop06	-1.21244	4.06704	5.69977	-1.47814	-0.44734
c1478	pop08	-0.53957	-0.47467	-0.47275	1.39993	1.3138
c0018	pop08	-0.9112	0.05769	0.33222	-0.26253	2.12382
c3217	pop04	1.06996	4.72308	0.54439	5.2885	-1.84308
c1642	pop08	0.4116	2.60801	1.48198	0.93689	0.87092
c4884	pop06	-0.58343	4.58765	6.07883	-1.16115	-1.76097
c0564	pop08	0.10811	1.86641	0.0672	-0.80182	2.40796
c4698	pop05	5.80408	3.07183	0.82392	3.61434	1.07833
c4592	pop05	4.00295	5.94431	-0.20249	5.63431	1.56406
c1098	pop08	-0.2323	-0.6713	0.23859	0.90963	-1.3453
c3515	pop04	-0.63659	3.91821	-1.16451	3.50597	0.4825
c1766	pop08	1.47562	-2.30711	-0.33978	-0.00992	-0.18847
c3165	pop03	3.79366	0.7233	6.20503	-0.78197	-1.12997
c4144	pop04	0.55162	5.0142	1.60103	4.77192	0.28653
c3588	pop04	-0.59371	5.13564	0.22463	3.79894	0.29035
c1471	pop08	-1.07463	-0.17575	0.89833	-0.39149	-0.0902
c2141	pop08	-0.29086	0.26657	-1.60959	0.62778	-0.85809
c0490	pop08	1.67433	0.28003	-2.73023	-1.23211	-1.10939
c4485	pop05	4.30056	4.45219	0.70717	5.26417	1.21781
c3097	pop03	5.9522	0.91984	5.36667	-2.4174	0.99236
c3240	pop04	-0.05977	4.25846	-1.16464	5.66346	-0.18144
c2175	pop08	0.94095	-0.8531	-0.70771	-0.31116	-0.82047
c1897	pop08	-0.41047	-0.57392	-0.5575	1.09371	0.1888
c0284	pop08	0.81368	0.78121	-1.9252	0.19593	-0.32365
c2462	pop08	1.32451	0.62122	-0.80954	-0.04219	-0.7812
c0491	pop08	0.83969	-0.79242	-0.79092	-0.46712	2.02551
c4579	pop05	5.02874	4.52025	-0.54896	6.45476	-1.13117
c2430	pop08	0.94037	-1.15281	-0.94599	1.2223	0.42598
c3242	pop04	0.44774	5.08383	-0.33587	6.33826	1.53294
c4029	pop04	-0.46537	5.59825	1.4317	5.20713	1.4149
c0364	pop08	-0.15226	-1.13984	-1.33415	0.83928	-0.463
c0246	pop08	0.25165	-0.36272	-1.0134	-0.74633	-0.47517
c2266	pop08	0.50531	0.12558	1.01431	-0.70464	-0.30349
c4945	pop01	1.26518	1.7217	-1.44637	0.00764	6.2206
c3625	pop04	2.0014	3.3307	0.39627	4.02992	0.80226
c0731	pop08	1.18856	0.29774	-2.23137	-0.42418	-1.31365
c3975	pop04	-1.31438	4.8934	1.23023	5.05941	0.66929
c1154	pop08	-0.01795	0.0226	-1.8053	1.29529	0.92031
c3404	pop04	1.13608	4.94025	-1.85372	6.79579	0.57784
c4428	pop05	4.55971	3.66112	-1.65276	3.53938	-0.50171
c2017	pop08	0.46661	-1.60379	-1.18562	-0.03387	-0.41604
c3665	pop04	0.44904	3.88158	-0.22124	6.05843	-1.37181
c2517	pop08	-0.09171	0.94251	0.15695	-0.0136	-0.74171
c1775	pop08	1.02809	0.47529	-1.35307	-0.6458	-0.98351
c4783	pop06	-0.19684	4.35705	5.37462	0.97156	2.9125
c4696	pop05	2.9003	6.27819	-0.30126	5.09433	0.26509
c3465	pop04	-0.36347	5.19763	0.48117	6.00411	1.51312
c4500	pop05	4.82964	5.21079	0.99597	5.47933	0.29452
c2221	pop08	0.71622	0.51748	0.22317	-0.57661	-0.10253
c0221	pop08	0.89517	-0.99932	0.27367	-1.43921	0.52713
c1777	pop08	-0.19143	-0.81329	0.66963	-1.1511	1.92989
c0584	pop08	-0.10702	1.37022	-0.73297	1.20437	0.93411
c1075	pop08	1.14825	0.93862	-0.91672	0.20913	0.25762
c2476	pop08	0.75245	-1.06147	-1.1287	0.08283	1.88791
c2449	pop08	-1.05806	-1.2588	-0.27222	-0.89211	-1.64293
c4043	pop04	-0.40441	4.10654	-0.31254	4.17677	1.23024
c2579	pop08	-0.93184	-0.05888	-1.92823	-0.4004	-1.13908
c0834	pop08	0.62904	-0.32274	0.27039	-0.15521	0.51406
c4901	pop01	-0.39991	0.71304	0.91572	0.0156	6.15735
c4338	pop05	5.01774	5.65303	-0.57416	3.59577	-0.9992
c4868	pop06	-0.6053	5.39088	4.79823	0.22625	-0.54928
c3887	pop04	-1.02708	3.69292	-1.6221	5.11864	-0.13424
c0968	pop08	0.42031	0.14851	-1.03743	1.38273	0.21704
c2213	pop08	0.24206	0.56779	0.70458	-0.51169	-0.43879
c1404	pop08	-0.17832	0.49819	0.48439	-1.24806	-0.08354
c3661	pop04	-0.50808	4.13631	0.22462	4.07596	0.12942
c1725	pop08	-0.80311	0.33841	0.43882	-1.21146	-0.15451
c4853	pop06	0.94324	4.68586	5.19678	1.19299	0.13851
c4466	pop05	5.32595	6.16805	1.7603	4.00012	1.84884
c2739	pop02	5.21897	5.08253	-1.0386	0.60438	-1.93473
c3170	pop03	4.70095	1.78132	5.66592	1.42221	1.01179
c0335	pop08	-0.08797	2.25299	0.51572	0.64069	0.30322
c2500	pop08	0.69212	0.58632	-0.10496	-1.17948	0.41375
c3012	pop03	6.22288	0.02123	5.75234	0.24781	-0.003
c3741	pop04	0.78565	6.03324	-0.5208	6.83281	-0.8646
c2877	pop02	3.98772	3.08845	0.0817	-0.07885	-0.74687
c0287	pop08	-0.84652	-0.825	1.08662	1.16012	0.67175
c1366	pop08	-0.13719	1.7779	0.64028	0.66174	-1.21589
c3857	pop04	0.04686	3.91499	1.32158	5.6169	-0.01345
c3222	pop04	-0.84577	4.24592	-0.12435	5.29387	1.38781
c3932	pop04	-0.3238	3.68278	-0.86295	5.18588	0.78252
c2230	pop08	-0.89984	-0.5795	0.01928	0.33285	-1.38473
c4920	pop01	-0.3423	0.8451	1.23774	0.36792	3.54102
c0358	pop08	-0.87808	-0.27969	0.09686	0.87361	0.78524
c4154	pop04	0.40575	5.30385	-2.52213	6.05188	1.04233
c3730	pop04	-0.36104	4.76809	-0.61868	5.21396	-0.8069
c3431	pop04	0.93969	6.37682	-0.23799	3.33191	0.14894
c2438	pop08	0.7502	-1.17394	-1.15418	1.4426	-0.32315
c0785	pop08	-0.11195	-0.13846	-0.26695	-1.83238	-0.31536
c0187	pop08	1.16911	0.99483	1.4766	-0.39245	-0.69691
c3504	pop04	-0.35413	4.97257	-1.16442	4.21483	0.27676
c1386	pop08	0.33093	-0.17282	-0.30962	0.6458	0.5697
c0928	pop08	0.68634	0.26423	-0.35012	0.43637	-0.6838
c0252	pop08	1.06012	2.08247	0.96596	-0.34105	0.38774
c0556	pop08	0.59448	0.79038	1.37572	0.84168	-0.49411
c1995	pop08	1.87348	1.63517	-1.02705	1.98932	-0.54187
c1334	pop08	-0.62685	-0.37813	-1.97347	0.12977	-0.24047
c2939	pop03	5.05649	0.67211	5.63564	0.58082	-0.01608
c4529	pop05	3.44173	4.62785	0.35694	4.92943	-0.43841
c4656	pop05	3.79926	5.5318	-0.05475	5.77566	1.97139
c4898	pop06	1.11164	5.48443	5.00324	0.83515	1.49476
c2214	pop08	2.21884	1.00735	-0.25748	-0.94946	2.03082
c1412	pop08	-2.0152	-0.39328	0.28531	0.11328	0.50011
c1171	pop08	-0.07305	-1.36199	0.34145	-0.28893	-1.40691
c1598	pop08	0.44339	0.16657	0.27448	-0.83012	-1.0982
c2039	pop08	0.79976	-0.63828	0.26053	-1.9835	1.55463
c4323	pop05	3.75542	5.93038	0.29778	5.36818	-0.24147
c3779	pop04	0.44375	3.7892	0.33744	3.31446	-0.84535
c2325	pop08	-0.25016	-0.75128	-2.03123	1.14103	-0.87289
c0591	pop08	0.15752	-1.92795	1.39609	-0.11428	-2.01446
c4830	pop06	-0.48905	5.47992	5.97982	-1.08339	1.18916
c2031	pop08	-0.58452	0.94816	0.39124	-0.59712	-1.85886
c4531	pop05	3.48847	5.3314	0.86175	5.7727	-0.30453
c2921	pop03	4.19983	-0.43118	4.71369	-0.99376	0.17803
c2257	pop08	0.33476	-0.99512	-0.02042	-0.46048	0.30722
c3545	pop04	-1.6642	5.33606	1.308	4.35518	1.82089
c3964	pop04	0.73157	4.67548	-1.55057	3.85044	-0.25481
c0119	pop08	0.67317	2.71111	0.96943	-2.70433	-0.58226
c2643	pop02	7.61594	7.08984	-0.4437	-0.83001	-0.16561
c4846	pop06	0.38067	4.9323	5.60235	-1.25727	0.32773
c3677	pop04	0.14501	4.21996	-0.47753	5.42874	-0.24458
c4239	pop05	4.75251	5.15024	-0.32597	3.09572	-0.50692
c2909	pop03	6.74649	1.00817	4.65714	1.59538	-0.81531
c0353	pop08	-0.78378	1.52923	0.62117	0.52265	-1.27664
c3060	pop03	5.4421	-0.77468	5.52377	1.62006	0.11668
c0794	pop08	0.37257	-0.46169	1.31867	-0.74144	-0.7842
c1666	pop08	-1.66021	-2.21914	1.20707	-1.19033	3.65531
c0446	pop08	1.40777	0.81624	-1.96453	0.30307	0.73862
c1440	pop08	0.31901	0.70568	-0.62803	-1.40228	-0.59756
