id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5	Mrk6	Mrk7	Mrk8	Mrk9	Mrk10	Mrk11	Mrk12	Mrk13	Mrk14	Mrk15	Mrk16	Mrk17	Mrk18	Mrk19	Mrk20	Mrk21	Mrk22	Mrk23	Mrk24	Mrk25	Mrk26	Mrk27	Mrk28	Mrk29	Mrk30
c4961	pop01	0.05043	-2.98864	0.66742	0.32899	4.59	-0.93115	-0.5032	-1.91185	0.45283	0.57106	1.18099	-0.44546	-0.64197	-0.38011	0.42774	-1.18356	-0.4622	-0.52921	-0.52485	-0.76807	-0.7541	-0.32275	-0.56292	-0.33998	-2.89136	-0.04753	-2.24139	-1.45443	-0.41393	-1.28833
c3568	pop04	1.73402	6.74287	1.08581	5.75867	-1.22142	0.43797	-0.80764	-0.3257	-0.50476	-1.00659	-0.00541	0.35845	1.22879	-0.13687	-0.85871	0.39253	-1.82729	0.55247	0.87199	-0.45991	-1.67666	-0.12651	1.9437	0.16919	1.44382	-0.84743	-0.27791	0.51567	-0.38075	1.30305
c3508	pop04	-0.85871	5.00777	0.80648	4.66493	-1.47676	0.82367	-1.19459	-0.15932	-1.20067	1.50168	-0.17224	-0.32314	0.58855	0.40534	0.12227	1.21051	0.72395	1.3896	-0.71348	-0.96108	1.08073	0.20501	0.07464	-1.4525	-0.29058	-0.57993	1.87895	0.34789	1.34182	-0.59251
c3006	pop03	4.6418	0.80941	4.72732	1.20823	-1.72204	-0.72029	0.00212	-1.87623	-1.94586	-1.98676	2.0675	0.00615	-1.43055	0.40317	-1.34267	0.4244	0.82846	-0.56001	1.55597	-2.37184	0.12419	-0.99774	-1.01587	-1.59068	0.81561	-1.15586	-1.0551	-2.24475	-0.76912	0.58611
c2853	pop02	5.45379	4.15869	-1.37906	0.78705	-0.264	-1.61146	0.48584	-1.38681	1.39476	-1.54164	-0.65295	1.29393	0.38635	-1.64727	-0.09818	-0.5979	0.8584	-1.06275	0.99881	1.194	-2.11819	-0.94576	0.9477	1.09111	0.3664	0.40875	0.91476	-0.52642	0.96704	1.33456
c2610	pop02	4.91155	6.10076	0.25681	0.03783	-0.41895	-0.1054	1.32725	0.85309	-0.25715	0.59127	-0.42875	0.46698	-0.85879	-0.30677	1.51871	0.41901	-0.18683	-1.23652	0.88857	-0.11768	-0.58578	2.12055	0.84094	-0.17103	1.0881	-0.00093	-0.17113	0.47794	0.14727	-0.10771
c0161	pop08	-0.84735	0.67753	1.45933	-1.01209	-0.60506	0.65457	0.07134	-0.72587	0.67769	1.21676	0.0774	-0.72708	-0.22985	0.11321	-0.98495	-0.81087	0.97463	-0.55493	2.05683	0.22678	0.4776	0.83982	-0.25901	1.81785	0.45997	-0.56004	0.28347	0.3094	-0.44105	-0.77835
c4893	pop06	-1.1451	5.89866	6.29861	1.49992	-0.67675	-0.18425	0.21761	-1.70445	0.43256	0.47038	0.57759	-0.8122	-0.17158	0.36624	-0.98222	1.03584	0.50363	0.16837	2.65203	-0.32735	-1.40058	0.53828	1.84263	-0.56271	-0.24292	0.81269	0.28045	0.11194	1.60169	-1.00535
c2725	pop02	5.18787	4.57798	0.06744	1.88936	0.57521	1.80259	0.17433	0.8906	-0.71221	1.31978	0.23748	-0.74203	-0.10984	0.22676	0.72266	-0.63176	-0.77954	0.0157	-0.06807	-0.31102	0.58199	-0.03206	0.11074	-1.1761	1.46848	-1.81692	-0.61277	-0.47782	-0.40719	0.43792
c1767	pop08	-0.04695	0.15995	0.85049	-1.6194	0.1784	1.17536	0.95748	-1.34176	0.22921	-1.42535	-1.3671	-0.48452	1.59721	-0.27727	0.83857	-1.53939	-0.08383	1.05154	0.32955	0.5863	-0.14713	-2.12562	-1.69258	-0.11441	0.38514	-0.36441	0.3264	2.00145	-1.12707	-0.19248
c2774	pop02	6.17122	5.66808	0.47248	-0.23253	0.84775	-0.16831	-0.56359	-1.04586	-0.28274	-0.33404	-0.17789	1.08514	-0.33485	0.68286	-1.36814	1.58528	0.42269	-0.55251	0.43856	0.63574	0.22987	-0.38841	-0.07463	-0.65665	0.65183	-0.69403	-0.49409	0.58157	-0.01925	-0.0746
c3109	pop03	5.51205	0.53381	3.98932	-0.67574	-0.27064	1.09863	1.50431	-0.78824	0.8274	0.0668	0.23187	1.66609	-0.76427	-0.49225	-0.63318	0.9042	0.51398	0.82719	0.49933	-0.14225	-1.29146	0.59724	1.93207	0.89416	1.24386	-1.04171	-0.38465	1.11924	-0.27626	-1.74913
c4928	pop01	-1.36247	-0.00547	2.58333	0.95115	6.73006	0.02335	0.55364	1.49523	-0.34086	-0.62837	-0.20168	0.55975	0.36379	-1.80387	0.17442	0.30455	0.45293	1.26566	-0.87552	0.52951	-0.63024	0.89218	0.51115	-1.50232	-1.33277	1.47117	-0.06276	-1.23122	0.05371	0.03431
c3041	pop03	4.31413	0.59324	7.03225	-0.11959	-1.43794	-1.03081	-0.70288	-0.0317	0.11644	0.1922	0.50154	2.65469	-2.25436	-0.36159	0.8428	-0.88799	0.09386	0.30146	0.7973	1.08915	-1.39477	-0.25757	-0.87867	-0.96672	-0.27903	1.40561	-0.02569	2.14278	0.56144	-1.67951
c4956	pop01	0.5206	-0.47805	0.60542	-0.59848	6.466	-1.132	0.35053	1.59491	1.67382	0.30516	1.29929	-0.31319	0.36163	0.76719	0.13693	0.37339	2.37269	-0.26328	-1.08581	-1.62018	0.46157	0.0759	0.66487	-1.38	-0.07424	-0.04955	1.16842	-0.64051	-0.02729	-0.87522
c2734	pop02	5.50362	5.75815	0.79643	0.93538	0.61792	0.98704	1.46655	0.80355	0.07877	-0.02855	-0.06188	-0.8927	0.60052	-0.14508	0.16133	-0.19687	-0.44412	1.83009	-0.6909	-0.1995	1.10135	0.90166	1.30166	1.69396	-0.33515	0.11786	-0.69137	-1.28352	-0.31983	1.47931
c4980	pop01	-1.62452	2.21148	-0.44269	0.29123	6.19253	-2.24463	0.90307	0.41861	0.17606	-1.09764	0.08709	1.3039	0.51034	1.02381	0.61328	-0.50068	0.36113	0.98089	-1.14621	0.00445	0.59337	-0.76642	-0.59632	0.51738	-0.4975	0.36831	0.83091	0.74978	0.0102	0.5397
c0691	pop08	-0.00851	-0.96563	0.81293	1.6083	0.08881	0.26012	0.64276	-0.6184	-1.34162	0.04216	-0.53773	0.68635	0.31969	0.38732	-0.78672	1.47211	0.3145	0.30008	-3.07285	-0.12579	-0.16906	-0.60859	0.73372	0.63232	-1.76059	-0.07148	1.31252	0.84296	0.68773	0.95118
c3136	pop03	4.98069	-0.02993	4.8531	0.34722	-1.00814	0.25846	-1.47506	-0.09078	-0.32617	0.50071	0.96074	1.28714	0.24413	-0.5018	0.45993	-0.64725	0.94739	0.45794	1.99934	0.02925	0.07079	-1.71723	-1.87208	-0.88748	-0.59407	-0.0847	0.11435	-1.3978	-0.65138	-1.07215
c2411	pop08	0.32495	0.00097	0.09527	0.81815	0.73277	0.81477	-0.31565	-1.42044	-1.28266	1.17735	0.33314	0.05093	0.73562	-0.88324	0.01695	-0.54257	0.10961	1.69437	0.87142	0.64918	0.74446	1.1412	-0.46628	-1.40669	0.25172	-1.03534	0.85457	0.91897	-1.56942	-0.57968
c4595	pop05	5.37532	4.51498	-0.86792	5.92894	-0.73035	0.31153	-0.57038	1.03799	-0.50202	-0.88262	-0.96394	0.92036	-1.92082	-0.10987	-0.24379	-0.85234	0.51363	0.94025	1.10326	1.67294	1.2663	0.98396	-0.11949	0.2173	1.3748	0.19783	-1.41457	-0.44975	0.43162	-0.115
c4971	pop01	0.2979	1.20164	-0.48642	-1.03404	4.40932	1.2353	-0.82118	-0.26009	0.12139	0.43248	-2.43771	1.72742	0.04239	-0.42832	-0.00462	2.41545	-0.32364	-0.1149	-1.08095	-0.96694	-1.44788	1.50926	0.73018	0.67774	0.39071	-0.41845	-1.02604	1.07061	0.2782	0.81817
c4999	pop01	-0.06196	-0.23817	2.01409	-0.65082	4.93072	-0.13275	-0.30481	0.70062	-0.59527	-1.53654	0.14384	-0.20603	-1.55533	1.04616	0.37503	0.49842	1.72975	0.12347	-1.26537	-0.04938	0.93276	-1.74609	1.14916	0.96869	0.07973	-0.82721	-0.76894	-0.79068	-0.21958	1.01139
c4976	pop01	0.32862	0.70225	1.27517	-1.35367	4.03277	-0.34201	1.9423	-1.85187	-0.6558	-0.75532	0.36098	1.31218	0.56859	-0.62871	1.13006	-0.91502	0.17074	0.32746	-0.98249	0.96883	-0.21655	-0.29557	-0.13666	1.31287	-0.82491	-0.14713	0.15014	-0.16642	1.31548	1.11543
c4149	pop04	-1.47237	6.21936	-0.53731	5.33479	0.0405	-0.60413	-0.685	-0.80404	0.19305	0.22028	0.54114	0.30377	-1.40877	0.39727	1.29485	0.31008	0.23919	-1.35071	-2.1441	-1.04296	0.94917	0.26797	-0.25198	1.67925	0.57693	0.21683	1.00482	-0.92338	-1.06595	0.47977
c4756	pop06	0.46212	5.2474	3.9174	1.10446	1.36032	0.04993	0.91245	-0.60045	-1.2468	0.61164	1.76802	1.01625	1.86332	-0.96174	0.71576	0.84304	-0.72879	1.12708	-1.04419	-1.34084	-1.2511	-1.86522	0.89237	0.39086	1.11642	-1.38355	0.82843	-0.46775	0.00661	0.44939
c4408	pop05	3.45611	4.3504	0.87974	3.78702	0.16913	-0.57871	0.23487	0.01471	0.61365	0.20793	0.01037	1.3372	-0.11203	0.41229	1.52366	1.16371	-1.31136	0.21045	-0.38172	-1.23644	-0.1571	0.9492	-0.31502	-1.1638	0.18763	1.74147	1.13069	-0.49498	-0.9874	0.13686
c4375	pop05	5.70329	7.11887	-0.3792	5.06446	0.25196	1.0117	0.1332	-2.08162	-0.48691	-0.62206	-1.3076	-1.01734	-0.72188	0.03038	0.76062	1.91297	-0.09742	0.76912	-0.31478	-0.35502	0.54499	-0.42303	1.59642	-1.87992	0.49306	-0.7732	0.31302	-0.59308	3.15743	0.46634
c1905	pop08	-0.23453	1.57025	1.19232	-0.31785	-1.17813	0.33476	-1.04914	0.02273	0.30112	-1.4522	1.5475	2.02442	0.43377	-0.23532	-0.99552	-1.09049	-0.72373	-0.77852	-0.0417	0.59104	0.20623	-0.41301	0.27634	-0.22174	1.51085	0.72071	0.32653	-1.37457	-0.65638	-0.08359
c4840	pop06	0.23658	7.1793	4.63272	-0.56732	1.3756	-1.4393	-1.7316	0.78786	0.44926	-0.99315	2.39823	0.15031	0.10479	0.92403	-0.54421	1.94062	0.83944	-0.7605	1.12069	-0.41767	-1.83776	-0.26431	0.92696	0.61453	-0.78824	0.47473	1.31729	-0.62663	0.1501	0.52242
c0360	pop08	1.94871	1.24055	1.26489	1.23575	0.6172	-1.74337	-0.47658	0.67719	0.63687	-0.2623	0.35415	0.81373	2.06949	-0.20139	0.40969	1.28916	0.91743	0.79052	-1.05685	-0.31659	-0.59719	-1.74436	0.94006	0.3473	-0.11816	-0.28639	-0.83016	-3.7021	1.47827	-1.016
c4768	pop06	-1.36392	5.00455	6.09479	-0.6445	-0.40089	-0.00397	0.73668	0.30427	-1.40867	-0.31062	1.30484	0.85757	-0.20692	-1.56516	-1.20632	-1.26503	0.44913	-0.56165	0.62898	0.4167	-0.13608	-0.54787	-0.94417	-1.95284	0.06295	-0.24119	0.7625	0.34941	-1.40449	0.88776
c1287	pop08	-0.60892	-0.41624	0.04624	-0.44726	1.59027	1.04224	0.64015	0.38163	-0.54251	0.17482	0.96334	-0.27462	-0.56093	0.21977	-1.20064	-0.08485	-0.43672	0.72605	-0.62825	0.87465	-1.09042	0.1297	0.51875	-0.55706	1.60511	0.94435	-2.04677	0.09747	-0.23708	0.73899
c4912	pop01	-1.04095	-0.21478	1.20352	-0.13952	3.36772	-0.15239	0.50428	-1.10179	-0.23602	0.06416	0.08026	-0.20282	-0.1359	-1.13299	0.76814	0.56583	1.23253	1.2788	0.65018	0.54049	-0.2874	-0.15124	0.31458	-0.35976	-0.96373	1.01202	0.20871	-0.54927	0.25709	0.02967
c2911	pop03	5.9486	-0.91507	4.71563	-1.12366	0.12656	-1.39352	-0.13524	-1.73109	0.30111	-0.68429	-0.31987	-0.55852	1.76817	-0.28799	-0.68804	-0.45325	0.59991	-0.49545	1.072	-0.34032	-1.07702	-0.0205	-0.52791	0.91924	1.19981	1.14074	-0.6015	1.70957	0.6823	-0.50694
c4965	pop01	-0.12694	0.65188	-0.28393	1.09894	4.39258	1.07147	-0.94585	0.48063	0.72328	-2.26176	1.74674	0.72387	-0.30495	0.0536	-0.44363	1.10507	-1.68755	-0.30676	-0.14926	-0.00246	-0.73339	-0.0962	0.29376	2.60708	-0.15336	-0.95012	0.14689	0.79679	-0.48039	1.18682
c4972	pop01	0.26997	-1.93178	0.27282	1.25628	5.40607	0.40299	-1.6769	0.28987	-0.70785	0.37299	0.66043	-0.78191	0.08723	0.3425	1.58084	-1.14448	0.71224	-0.71288	1.44203	0.30428	-1.35883	-0.03924	0.5301	0.73661	0.05071	0.0968	0.4038	-0.78111	-1.13209	-0.75664
c3014	pop03	6.5832	0.12153	3.70098	0.10654	-1.03472	0.6114	-0.39993	0.94581	1.0937	1.45713	0.9546	-0.09948	0.8024	-0.01142	1.16682	-0.67131	-2.81377	0.57018	-1.20326	-0.41062	0.70188	0.40286	0.00772	0.72012	2.19076	0.94922	0.20216	-0.59885	-0.1567	-1.21625
c4685	pop05	4.94098	5.23642	0.63558	6.18383	-0.32157	-1.55922	1.15208	0.00179	-0.34052	1.52877	-1.51302	-1.01982	0.53152	1.08875	0.4407	-0.58704	-1.44199	-0.3767	-0.87692	-1.6425	-0.10869	0.63799	-0.32437	-0.74901	-0.46069	-2.45535	1.33425	-0.72614	0.32015	-0.25341
c4609	pop05	5.75565	6.1335	-0.47747	5.97303	-1.16191	-2.17167	0.0647	0.74445	-0.45803	-0.69007	3.00364	0.79361	-0.38941	1.04688	0.51933	-2.08137	0.15353	0.597	1.72684	0.89228	2.02425	1.36817	-1.48532	0.60169	1.00809	-1.6489	-0.07921	0.5331	0.93453	-1.49188
c0875	pop08	-1.51835	-1.15003	2.21709	-0.45847	-0.16773	1.42042	1.27197	0.21181	0.21756	0.21539	1.29549	1.76095	-0.4432	0.78597	0.78434	-0.13908	-1.01685	0.471	2.24233	-0.10262	0.43205	-0.39058	0.25779	1.02829	1.88907	1.1912	-1.00174	0.12547	0.30384	0.25348
c4624	pop05	6.30636	4.48147	0.43905	4.22841	-0.22999	-0.16233	-0.43606	-0.59566	-0.18791	-0.39197	0.06941	-0.08789	-0.18414	1.11195	-0.17771	1.6828	1.40658	-0.91193	0.27331	-0.85172	-1.80264	-0.27994	0.20443	1.21532	0.63859	0.98099	-2.19544	-1.0092	-0.53466	-1.00743
c4633	pop05	5.84491	4.09904	-0.69027	4.21475	0.07234	-0.41149	2.78028	-0.16277	0.1251	0.39895	0.20176	0.25896	2.41127	-1.29571	-0.35959	-0.41379	0.51699	-0.00913	0.32627	-0.54048	-0.73903	-1.4226	0.63045	-1.00867	-0.84585	-0.55658	1.85433	-0.70604	-2.18203	-0.62384
c3021	pop03	6.26139	2.02488	5.02576	1.41214	0.12415	-0.88053	0.1722	2.0035	0.28721	-0.53733	1.44758	0.01975	0.22266	-1.00067	0.90896	0.48203	-0.8984	2.03914	0.10533	-0.03485	-1.35629	0.7123	-0.40757	-0.62021	1.96018	-0.02398	0.05766	0.69851	-0.16716	0.78973
c2832	pop02	4.57671	6.07055	0.13535	0.18719	-1.92724	-0.76779	0.28296	0.8562	-1.1704	-0.53296	-0.9711	-0.62469	0.08139	0.60142	-0.98306	-0.26466	-1.27427	0.73148	-0.33494	-0.06237	-0.8632	1.19345	-1.00471	-0.52447	-0.71049	-1.00343	0.5742	1.28029	1.16144	-1.00106
c4990	pop01	0.59828	1.05772	-0.50537	0.50302	6.31551	-0.75741	0.9809	-1.25807	0.35007	1.09281	-1.38718	-1.22762	-0.59436	-1.89121	0.98388	-0.76566	-0.45602	-0.7824	1.0435	-0.79163	-1.03365	-0.48442	0.77002	1.53544	0.62022	0.61798	-0.46939	-2.09922	-1.19666	-2.19344
c4132	pop04	0.84756	4.89324	-0.14725	4.34883	-0.40348	-0.14171	1.30396	-0.73699	0.21352	-0.09915	0.34648	0.28798	0.31721	0.36553	-0.4919	1.6161	-0.55283	1.21454	0.24867	-0.53628	-1.01192	-0.00156	-1.02042	-0.7733	-0.8376	-1.29471	-0.74412	-1.90349	0.92187	-0.46124
c4661	pop05	4.56597	4.82138	2.73679	4.31159	-0.49569	-0.35448	0.61914	0.34678	-2.11142	-0.17901	0.03945	-0.24389	-1.71066	1.41512	-0.3064	-0.47591	-0.96554	-0.60708	-0.42434	-0.44023	-0.90371	0.02371	1.08848	-0.84222	-0.77725	-1.07458	-0.25583	0.58211	1.36785	-0.2703
c2958	pop03	4.8172	-1.15861	4.65594	0.96649	1.18498	0.95329	-0.15966	-0.01822	-0.08619	0.88059	2.18854	-0.76062	0.78569	-1.23245	-1.75038	0.87255	1.43971	-0.78976	0.50774	0.96093	-0.45567	-1.50714	1.65539	0.6157	1.13989	0.0484	-0.83647	0.79363	-0.37198	-0.53615
c0844	pop08	0.40601	1.372	0.41376	0.70607	-1.03689	0.25524	0.4683	-0.69988	0.45814	-0.56968	-0.09408	-0.89654	0.67922	-1.01208	1.28851	0.66106	-0.55623	0.91611	0.97248	-2.19739	0.30904	1.16465	-0.04714	-0.91799	0.59103	0.29263	-1.93693	-1.59019	-1.83456	0.3317
c4061	pop04	1.52244	6.21111	-1.26698	3.89371	-0.0363	-1.14701	0.51853	-0.46844	-1.24064	0.58653	-1.39754	0.15126	-1.01919	1.23351	-0.85636	-0.45051	1.03762	0.83796	1.18385	1.14315	-1.04794	-0.00101	1.69858	-0.7977	0.27093	1.05233	0.38926	-1.17353	-0.81823	-1.07393
c0602	pop08	0.61247	-0.74613	0.46941	1.58259	0.45765	-0.73186	0.60975	-0.91117	1.49661	0.48416	-0.941	1.56788	2.08574	-0.87173	0.61015	-1.39566	0.10016	-0.4129	-0.82559	0.03455	-0.8178	1.00789	-0.10718	-1.26422	-0.48156	0.3356	0.2894	-0.40053	-0.42015	-1.88436
c2990	pop03	5.16897	-1.21105	5.18087	0.63836	0.15762	-0.20159	0.34183	-0.53187	-0.32291	0.15037	-0.35622	-0.12879	0.31728	0.67999	-1.20093	1.04055	1.2881	-1.20861	0.97633	-0.3719	1.74171	0.01469	0.91311	2.06162	1.44568	0.63125	0.0264	-1.07803	0.92761	-1.07858
c4272	pop05	4.31437	3.96677	-0.62704	3.6431	-0.05989	1.02137	-0.15073	-0.91776	1.30458	-0.51025	-0.26466	-0.08881	-0.60182	-0.61019	-0.24438	-0.03269	-0.34382	0.58269	0.24243	0.79914	-0.20129	-1.75883	0.75474	1.57548	-1.31735	-0.47021	0.6537	-2.05355	-0.48656	-0.8758
c2450	pop08	-0.51744	0.60951	0.51172	0.02656	0.73775	-0.7191	0.5553	0.61414	-0.43972	0.91654	2.28722	1.54174	0.33787	-0.25466	0.79991	-0.92856	1.18211	-1.29664	-0.13614	-0.04145	0.76451	-0.7806	-0.67638	1.59379	-0.8042	-0.74613	-0.55276	1.31864	1.13681	0.6375
c4764	pop06	-0.59073	5.12161	6.29904	1.80903	0.44267	1.22305	-0.94292	1.26072	1.28105	-0.93035	0.12908	-0.46044	0.82539	-1.06978	-1.01724	-0.62858	1.0333	-0.50176	1.74328	0.68617	0.41418	-0.07827	-0.39454	-2.2748	-0.57382	1.18195	0.64879	-0.58284	0.73516	1.83613
c2712	pop02	5.30609	3.67275	1.03576	-1.05257	1.45943	-0.56241	-1.56929	0.40405	0.06834	0.12899	0.46669	-0.67503	0.01523	-0.10896	0.31083	-1.78381	-0.25112	0.66307	-1.51786	0.64673	0.1351	1.16288	0.06409	-1.38333	0.52431	-0.07089	-0.87623	0.68457	0.3361	-0.3701
c4263	pop05	5.24253	6.12128	-0.41792	5.61061	0.54029	0.03333	0.5014	-0.80453	0.01527	-1.5097	0.19884	-0.32152	0.49123	-1.02446	-2.21538	-0.0138	-1.08642	-0.71197	-0.01837	-2.09441	2.15922	-0.32401	0.84594	-1.26162	-0.468	-0.86151	-0.81689	-1.40962	0.4321	-0.84786
c4891	pop06	-1.43623	5.51336	5.38236	1.5142	-1.7688	0.21295	2.11605	0.09581	0.01979	-0.60225	1.27245	-0.74879	-0.39382	-1.38686	2.64631	0.88272	0.40739	-2.02569	-0.59052	0.34054	0.17132	-0.10101	-0.09654	0.43809	-1.29241	-0.75676	1.21723	0.77423	1.63531	-2.17958
c4675	pop05	5.39069	4.7086	-1.68312	3.95369	-1.54094	0.86503	1.16069	0.33291	0.94002	0.68342	-0.30701	-0.10976	-0.01078	-2.35571	-0.52566	-0.87553	1.92796	1.06199	-0.08811	0.60695	-3.47518	-0.66852	0.50008	1.32348	1.12175	0.30803	-2.55012	-1.12596	-0.26944	0.33344
c4890	pop06	0.6195	4.82432	4.09053	-0.27394	0.47401	0.47635	-1.14743	-1.75122	-1.25132	0.09091	-0.4017	0.91764	0.7761	-0.11082	-0.20585	-1.11051	1.12063	-0.90933	0.32167	-0.86942	-0.7477	1.44366	0.54427	-0.92741	-0.07999	0.99682	0.27147	0.26639	0.84159	-0.4531
c4902	pop01	0.7069	-1.55961	0.38341	-0.38494	5.89991	-0.165	0.66879	0.53757	-0.40616	0.60446	-0.5276	-0.59985	1.90443	-2.49762	-0.12631	0.0608	0.39473	0.88779	-2.03608	-1.87888	1.19906	1.56821	-1.03824	0.78737	-0.51298	0.78783	-0.21364	0.51644	0.57184	0.25784
c2948	pop03	3.93905	-1.0355	4.38386	-0.40071	0.12532	-1.29973	-0.44093	0.28349	-0.50725	1.1287	-0.813	0.1773	0.00376	0.96796	-0.15198	-1.20687	-0.08899	0.42949	-1.29504	-1.99068	0.82146	0.21899	-0.76077	-0.21851	1.96619	0.58095	-0.76591	-0.91481	-0.65786	-0.98337
c3132	pop03	4.34974	1.0988	6.7149	-0.44957	0.51673	-1.0353	-1.14264	0.80182	1.22101	-0.37358	0.11917	-0.41485	0.09517	2.83769	-1.1099	-0.63718	-0.36147	-0.50311	-0.80949	0.83628	0.55291	-0.28178	-0.06322	0.80521	0.94382	-1.4085	0.63099	0.26213	-0.74801	-0.54873
c4887	pop06	-1.21244	4.06704	5.69977	-1.47814	-0.44734	0.52892	-0.58652	0.26265	0.77585	0.53863	-1.57047	-0.22599	2.64728	-0.6372	-2.01799	-0.01438	0.33251	-0.22319	-1.19046	0.80392	-0.08983	0.12549	0.57672	-0.00088	1.56685	0.03678	0.03767	0.43124	1.14468	0.66589
c3515	pop04	-0.63659	3.91821	-1.16451	3.50597	0.4825	-0.35235	0.1051	1.60294	-2.05866	0.16042	1.14162	0.852	-0.61904	-1.03126	0.36376	-1.23919	1.71276	-1.10247	-0.38017	-1.00841	-0.39996	-0.3242	-1.26113	1.37155	-0.97399	-1.41879	-0.18045	-0.87681	-1.09046	-1.10897
c3165	pop03	3.79366	0.7233	6.20503	-0.78197	-1.12997	-0.36897	1.63842	1.53614	-0.11476	-0.38829	1.62286	-0.88854	0.14136	0.62766	0.32353	0.20034	-0.39914	-1.8855	-1.17232	-0.92147	0.19264	-0.58473	-1.28182	-0.66188	0.4572	1.17855	-1.28811	-0.66654	-1.89125	-0.60048
c4945	pop01	1.26518	1.7217	-1.44637	0.00764	6.2206	0.25903	0.3328	-1.5178	-1.02091	0.33046	-0.85365	0.72951	-1.16896	0.82856	-1.26964	0.15014	-0.29424	-0.21792	1.60525	0.73275	0.81606	-1.02994	1.39677	-2.06134	0.39167	0.40846	-0.58267	0.24652	1.50521	1.55532
c2017	pop08	0.46661	-1.60379	-1.18562	-0.03387	-0.41604	1.09552	-0.15551	-0.45785	0.66665	-0.5375	-0.36236	-0.96815	-1.31958	-0.38517	0.4064	1.13632	-1.39273	0.07327	0.38436	-1.77251	1.79612	1.07994	1.1942	-0.88305	0.16819	-0.7904	-1.19048	-2.56894	1.32803	0.30532
c4783	pop06	-0.19684	4.35705	5.37462	0.97156	2.9125	-0.65675	0.00881	-0.97661	0.46646	0.29221	-0.44601	-0.00434	-1.26023	-0.48054	-0.02038	-0.81143	0.64988	0.00646	0.17858	1.5323	0.45625	0.68636	1.01034	-0.68527	-0.81672	0.10515	-1.49613	-0.70675	0.72571	0.93925
c4901	pop01	-0.39991	0.71304	0.91572	0.0156	6.15735	1.12437	-0.9156	-0.06517	-0.86328	-1.74086	1.5453	0.01682	0.35699	1.53671	1.81564	1.45972	-1.15702	-1.06888	1.28999	-0.50052	-0.14095	-0.20195	0.41119	0.64738	1.41514	1.33351	-1.43702	0.43781	-0.02564	0.70115
c4868	pop06	-0.6053	5.39088	4.79823	0.22625	-0.54928	0.88503	-0.61649	-2.07835	-1.55528	0.9772	-0.22051	1.50239	0.19652	-0.92242	1.56225	0.72357	-0.52659	-0.14942	0.20738	1.28171	-0.75639	0.84365	0.34662	0.045	1.45818	0.63375	-1.02477	-0.17315	-0.71113	0.53828
c4853	pop06	0.94324	4.68586	5.19678	1.19299	0.13851	-0.72226	1.21337	0.69577	-0.01108	0.283	-0.30241	-1.25539	0.80682	1.68009	-0.12747	1.58128	-0.98255	-0.7133	0.60416	0.59477	0.86212	-0.36307	3.08971	-0.14373	-0.27225	1.44021	0.18794	-0.26711	1.91317	-0.4792
c2739	pop02	5.21897	5.08253	-1.0386	0.60438	-1.93473	-0.78861	-1.08825	1.22898	0.501	1.52769	0.37413	-0.12959	-0.89958	1.50726	1.45223	0.27721	0.91782	-1.13704	1.05759	-0.37401	0.26368	0.41613	1.34198	0.80018	0.71794	-1.48795	0.75151	-0.0707	0.3147	1.2588
c2877	pop02	3.98772	3.08845	0.0817	-0.07885	-0.74687	-0.97675	-0.98401	-1.18774	0.56289	-0.03263	1.04721	0.34277	-0.25596	1.01516	-0.9281	-0.0154	0.35336	-2.32094	-1.69693	3.31863	-0.33917	-0.41418	-0.80177	-0.34322	0.22508	-0.83977	0.45148	-1.27455	0.4621	1.80952
c4920	pop01	-0.3423	0.8451	1.23774	0.36792	3.54102	0.04915	0.08878	-3.24164	-0.18325	-0.23431	-0.53353	-2.11462	1.10071	-0.71854	1.47619	0.39487	-1.18269	0.95765	0.16399	0.40424	-0.50842	0.19842	0.44756	0.27851	0.67018	0.02041	0.85597	1.33572	-0.41816	-0.14897
c2939	pop03	5.05649	0.67211	5.63564	0.58082	-0.01608	1.13763	-0.07152	0.91518	-0.15734	0.24309	0.34455	-0.48507	0.51515	2.41374	0.31731	0.22026	0.492	1.06087	-0.84906	-0.84991	-0.34507	-0.42853	0.43126	-1.22698	1.88542	0.22874	1.90107	1.57126	0.46843	-0.90918
c4529	pop05	3.44173	4.62785	0.35694	4.92943	-0.43841	2.00817	0.35733	-1.2585	-1.32785	-1.36586	-0.99781	1.04205	0.37544	-0.49124	1.35625	-1.85852	1.26404	-0.4857	0.25057	-0.36313	-0.85139	-0.3742	-1.16665	-0.37081	0.43766	0.0284	-1.27632	0.36771	-0.55575	0.10461
c4830	pop06	-0.48905	5.47992	5.97982	-1.08339	1.18916	-0.86073	1.31905	-0.719	-0.42011	1.19055	0.2503	1.29882	-0.28116	-0.29231	-0.00993	-0.72903	-0.30769	-0.79525	-0.20548	-2.03388	0.5341	-1.34145	-0.18511	-0.94042	-0.27747	-0.2262	-0.45829	0.46919	-0.34973	0.96513
c2921	pop03	4.19983	-0.43118	4.71369	-0.99376	0.17803	-0.4505	-0.66322	-0.74219	-2.40235	0.06333	-1.41676	0.43363	-0.12363	0.1379	0.53514	-1.77168	-0.80104	0.22017	-1.46736	-0.17373	0.36733	0.26987	0.63626	-2.72248	0.41451	0.43899	-0.51957	-0.52885	0.8396	-0.22859
