FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0292	0.1561	1.7679	-0.8943	-0.6427	1.6335	-1.2596	0.0339	1.3133	0.8029	-1.321	-1.0845	-0.9154	0.9091	0.348	-0.9153	0.1126	-0.0254	0.845	-0.5386	0.0946
f0676	-0.7566	2.0675	-0.0363	-1.0386	-0.577	1.0817	-0.9656	-1.017	-0.9587	-1.0092	0.5427	-0.3944	0.1158	-1.5938	1.0535	-0.3359	1.5201	0.6398	-0.3529	-0.0166
f0353	1.276	1.0683	0.0928	1.117	0.5431	1.3121	0.6268	1.1157	-2.6378	-0.7389	0.3826	0.45	-0.399	-0.5696	-0.5831	-0.1143	-1.4737	0.3187	0.233	-1.5057
f0906	-0.8809	1.3634	-0.9485	-0.3792	1.0673	-0.1593	-0.1137	0.2098	0.0149	-1.1064	1.3296	-1.3845	-0.196	0.4878	1.2625	1.2904	1.5183	-0.8605	-1.1465	0.4912
f0794	1.5574	-2.3063	-0.4114	-0.2258	-0.0607	-1.0661	0.816	-0.3665	-0.6448	0.1083	-0.0139	-0.0373	-0.7964	-0.8617	0.163	-0.3584	-1.05	-0.3189	-0.4779	-1.4067
f0138	-0.4668	1.2012	0.6083	0.9273	0.8667	1.1482	-0.6749	0.4717	0.5422	1.7464	0.0386	-1.4366	-0.1901	-0.9987	1.3595	0.0832	-2.0677	-0.5022	-1.0782	2.4059
f0262	-1.039	-0.8342	0.1655	-0.8997	-0.567	-0.0481	-1.1099	1.901	-0.7009	-0.9868	0.9365	-0.9277	1.0221	1.5267	0.7056	0.3919	1.6213	-2.1029	-1.9937	0.8601
f0977	2.1333	0.4904	1.8356	2.1664	1.6783	3.2316	1.1862	1.7833	2.1354	1.8912	-0.3948	-1.3137	-0.5582	-1.8856	0.7452	-0.1508	-0.9247	0.4818	-0.0491	1.2756
f0537	-1.7602	1.5076	0.8097	-1.6192	0.7268	1.3852	-1.8192	0.7657	-0.6944	0.4852	0.2933	0.383	-1.8561	0.0512	-1.0854	0.7062	-0.1473	-0.55	-0.0589	-0.8706
f0711	0.0635	2.4618	1.106	0.2963	-2.1453	0.3465	-0.8149	-0.6915	1.4206	-0.5234	-1.1634	-0.9965	-0.5127	0.3772	1.3508	0.7121	0.0934	1.1072	0.9701	0.0986
f0305	1.1618	-0.1263	1.3238	-0.9248	-0.6598	1.3555	-0.8811	-1.4575	-0.6411	-0.0317	0.2084	3.1327	-0.6118	0.309	1.0307	0.7127	-1.2391	-1.7684	-0.6175	-0.4959
f0927	-2.649	-2.3891	1.0236	-1.2731	-4.5231	-2.6956	-0.1408	-1.7475	-2.4278	-2.1136	0.2698	0.2212	-0.7822	-2.0051	0.014	0.1681	0.7932	0.0809	0.7282	-0.0832
f0348	-0.9928	-0.099	0.0384	0.1839	-0.3035	0.2635	-0.1822	-1.9482	-0.5058	2.1323	1.1981	0.3873	-0.0486	-0.7258	0.0429	-0.281	-0.3393	1.9388	1.0014	-0.1999
f0404	-1.5054	-1.1238	-0.3263	-0.5615	-0.5733	-0.5344	0.3046	3.1644	-1.5072	-1.1576	0.2453	0.0551	0.0443	-0.9393	0.1507	-0.3156	1.3095	2.2554	-1.3636	-0.0673
f0602	-0.405	-0.3486	1.2171	-0.7693	-0.0387	0.0353	-0.4648	-1.5399	-0.9184	-0.2131	1.0312	-0.408	0.0457	0.9029	-0.0446	0.1495	0.2019	0.7074	-0.3372	-1.1624
f0142	-0.6637	-0.6548	-1.8141	-0.6503	-0.0731	0.0805	0.1106	-2.2976	-0.2435	-0.916	0.6377	-1.7053	-0.0854	-0.0948	1.4811	-0.3565	-1.6086	-0.3301	1.7227	-1.0574
f0147	-1.1549	1.1185	-0.8664	-0.1067	1.7589	-0.7419	0.2274	1.1932	0.8211	0.1746	-0.2868	0.2122	-1.357	-1.2651	-0.9552	0.1605	-0.1991	-0.0907	1.1228	-0.5231
f0941	-1.2239	0.0891	1.4123	1.4837	1.0197	2.7231	1.6318	1.8701	-0.1757	0.1598	0.6743	-0.6386	1.1022	0.9891	-0.2626	-0.6379	0.6026	-1.1658	0.2891	1.2253
f0782	0.0951	-0.534	0.284	-0.4477	-0.4954	-0.3395	0.2313	0.7049	-0.2431	-0.5244	1.1962	0.1314	-0.0735	0.3678	-0.2513	-0.8505	-1.9706	-0.4278	1.1941	-1.1153
f0638	0.2627	0.8035	0.4589	-0.2513	0.033	0.4533	-0.5112	0.8404	-1.297	-1.41	-0.8176	-0.3611	-0.876	-2.5309	0.972	0.155	-0.8328	0.4143	0.9634	1.4103
f0587	0.9142	0.0269	-0.3628	0.9665	0.7635	-0.5353	0.3514	-0.5489	2.8396	0.4354	0.643	-0.4581	2.0391	-1.1694	0.2046	0.0288	0.2685	2.2091	0.1969	-0.2601
f0850	-1.1805	-0.1479	0.1156	0.0596	0.0485	0.9217	-1.0534	1.2801	0.2464	0.545	-0.7179	-0.6047	0.2635	0.8611	0.3189	-1.438	0.2109	0.2676	0.2464	-0.0409
f0087	0.2078	0.6515	0.7965	-0.2488	-0.6639	-0.4339	1.3746	-1.2938	0.2673	-0.8814	-0.6396	-0.6563	1.1274	0.115	0.7461	1.0743	0.8489	0.2016	-0.0942	-1.2455
f0561	-2.2788	-0.2002	0.3548	-1.4343	-0.7889	0.9351	0.031	-0.2885	-0.1759	-0.0289	-0.8672	0.7704	-0.383	0.422	0.5501	0.6863	-0.0657	-1.0652	0.823	-0.2728
f0307	-0.6472	-0.4387	0.209	-0.259	0.4701	0.7053	-0.1845	-0.7359	0.0764	-0.6983	1.4056	1.1514	-2.3538	-0.6963	-0.5833	-2.0578	0.4436	-0.2961	-0.1941	0.5817
f0956	0.168	2.0253	3.057	2.1307	0.1902	2.0808	1.318	0.1704	2.0522	2.616	-1.2081	-1.3035	-0.2438	1.1353	1.105	-1.1474	1.7351	0.5457	0.2216	0.733
f0210	-1.1097	-1.9712	1.3958	-0.2156	2.0981	0.8802	-0.463	-1.5913	-0.0534	-0.1196	-1.2589	-2.0389	-1.6904	-0.5922	-1.5251	-0.7092	-0.9273	-0.2565	1.1232	-1.2996
f0397	0.4488	1.5003	0.4283	1.0409	-1.11	0.3892	0.2875	1.1462	0.5217	-0.8186	-0.881	-0.208	0.4929	-1.0234	0.3605	-0.9013	-0.8273	-0.5662	1.2947	-1.2787
f0187	-1.2996	-0.9302	-0.267	1.0016	1.1241	0.5683	-1.6302	-0.8638	-0.8579	2.2706	0.23	0.8551	0.9429	0.7158	-0.2289	-0.946	0.043	0.4727	0.9732	-0.7307
f0677	-0.8346	-0.149	-0.1881	-0.1417	0.8346	0.5175	1.8987	-1.3418	-0.4562	0.8731	-0.9834	-0.6514	0.9938	0.6418	0.2351	1.9724	1.873	1.4465	0.6164	1.3897
f0802	0.0176	-0.4181	1.2871	1.6206	-0.0785	0.2559	-0.0987	1.3274	-0.7003	0.8093	-1.2309	0.8239	0.8329	-0.2001	0.7038	0.7241	0.2325	2.5981	-0.2747	-1.1916
f0959	2.7579	0.1627	0.9664	-0.3647	1.0897	0.8145	2.1784	2.8969	0.3269	1.3058	-0.6809	-0.9403	-0.0102	-0.6479	-0.2314	-0.1284	-1.4028	-0.627	0.1198	0.969
f0620	-0.755	0.0735	0.0827	0.4084	0.0709	0.3001	-0.4246	0.7741	-0.9381	-0.7232	-0.5661	0.7481	0.6629	0.2027	0.4581	0.7117	0.6769	0.4759	0.9898	1.5195
f0569	-0.7228	-0.278	-1.261	-0.4704	-0.1215	0.516	-1.4673	-0.1943	-0.146	0.1513	0.2424	0.1512	-0.3043	1.8344	-1.0369	-1.6692	-0.4376	-0.0277	1.4193	0.0965
f0535	-0.5565	0.117	0.6882	0.9634	0.4091	0.3597	-0.3059	1.1166	-0.1782	1.0767	0.2987	-0.3984	0.3388	0.7714	0.7146	0.2875	-0.0469	-0.1841	-0.2941	-0.4448
f0606	-0.9724	0.7966	-0.1801	-1.7982	0.8659	-0.5017	-0.5951	0.2554	0.0635	0.6282	-0.4548	1.4936	-0.6081	-2.4713	0.6183	0.2944	-1.0871	0.6923	0.5741	-0.1197
f0429	-0.1989	1.1153	-1.5275	-2.587	0.4648	0.7536	0.203	0.6233	2.2538	2.0077	0.5369	0.9582	-0.5224	-1.5734	1.2054	-0.9149	-0.2134	1.186	-0.3049	1.07
f0219	0.6875	0.8491	0.4468	-0.7663	-1.0096	1.1389	-1.2802	0.3736	-0.7012	-2.0101	0.4826	0.7246	-0.5296	-0.2493	1.3623	-0.8471	-0.0461	-1.5005	0.8922	-0.7436
f0462	-0.2469	0.7524	1.0911	-0.7393	0.7661	1.1683	0.7048	1.6558	1.1738	-0.7814	0.2639	0.5514	0.1688	0.5467	1.7449	0.3137	-0.1839	-0.6274	0.4201	1.5551
f0006	-0.194	-0.212	-0.1725	-0.8627	-2.341	0.8283	1.4566	-1.0931	0.5423	0.4351	-1.9734	-1.2973	1.0823	0.8568	1.7507	-0.0934	-0.2678	0.2786	0.0562	0.1659
f0719	0.9515	-0.6619	2.6012	1.1836	0.5506	-0.13	1.1438	-1.0685	0.0956	-0.3433	-1.5609	-0.7234	0.1034	-1.485	-2.1132	-0.2158	-0.3384	0.8221	-0.8302	-0.3225
f0585	-0.3399	1.6698	0.1309	-0.5686	0.6268	0.1128	-0.9886	-0.6456	0.1379	0.3895	-0.4342	0.1354	-0.4435	-1.4793	1.7027	-0.2999	0.8654	-0.6389	0.2295	0.7012
f0603	-1.5724	1.9044	-1.1947	0.4161	-1.9197	-1.9594	0.2407	0.7471	-0.0051	1.5736	0.1446	-0.5015	-0.9856	0.1976	0.121	-0.7844	0.5057	-0.3916	0.9111	0.6765
f0757	1.6148	-1.6812	-0.7093	-0.339	-0.6787	0.0096	0.5706	1.127	0.4951	0.0464	0.8989	-0.2024	0.615	0.2991	-0.8383	-0.8849	-0.0243	-0.2816	-0.7407	-1.4501
f0464	-0.0945	2.2062	-0.456	-0.3585	0.5927	-1.5215	-1.0595	-1.1575	1.9307	-0.9891	-0.1693	-0.8128	0.0649	-0.4856	1.6692	1.3839	0.2646	-2.2265	-0.958	0.1243
f0412	-0.1088	-0.1368	-0.2623	-0.8754	-0.2801	-1.5069	-0.0117	0.0924	-1.9573	1.3694	-0.1121	0.6133	-0.4255	-0.3325	0.2812	0.0425	0.0953	-0.3143	0.7554	0.8918
f0726	-1.1986	0.346	-1.5236	0.2439	1.6651	0.0876	1.0684	-0.1186	0.3287	-0.9232	-0.264	-0.3031	-0.6066	0.0186	1.3007	-0.2598	1.0838	1.2833	-1.2028	-1.1234
f0288	0.4695	1.7156	-0.2827	-1.5176	1.2968	-0.6251	-0.9051	1.2712	0.9743	0.1264	0.1754	0.759	0.7165	-0.9016	-0.7798	1.4468	-0.501	-1.5526	-0.2439	-0.34
f0670	0.2226	-2.0948	0.9521	0.0883	0.417	-0.6049	0.3994	0.6329	-0.2321	-0.0449	-1.3918	2.425	1.9824	-0.9268	1.0591	1.5243	-1.558	1.1984	-1.7505	0.0259
f0403	1.5193	1.0817	1.7765	-0.6309	1.2782	-0.1488	-0.5959	0.5164	0.5839	-0.8169	-0.349	-1.2174	-2.0412	-0.2111	0.8197	0.5974	-0.5197	0.6609	0.3235	-0.3009
f0966	1.3505	2.2295	1.1267	2.2026	1.5821	1.2994	1.5315	1.3469	2.6986	1.9054	-0.3461	-0.1388	1.2632	0.7845	2.3145	-0.4496	-0.5821	0.8431	0.5046	0.3797
f0251	0.4478	0.1707	0.8408	0.5332	1.6366	0.2445	-0.185	-1.834	0.2897	-0.0678	0.0024	2.37	-0.1496	-1.1836	0.4245	-0.8008	1.6144	1.439	-1.0779	-0.4354
f0297	-0.3107	0.4393	0.3612	0.8028	0.2617	1.3262	0.4817	-1.5242	-1.1932	-0.8405	-0.2072	0.3348	-0.7946	0.3096	3.0617	0.1628	-1.3209	-0.4885	1.6063	-0.8196
f0885	-1.6802	-0.6289	-0.8138	-1.1733	0.915	1.0574	0.2623	-0.9233	-0.8501	-1.238	0.8002	-0.7327	-1.0498	0.9873	-0.879	-1.5369	-0.397	0.048	0.613	-0.2664
f0082	0.9014	0.4114	1.2363	-1.4531	-0.0689	0.8004	-0.5109	-0.0106	1.2032	-0.1393	-2.4075	-0.2965	0.0422	-0.8517	-1.4163	0.7546	3.0824	-1.0795	1.6188	0.661
f0198	-1.6693	0.2374	-0.8544	0.3093	0.5067	-0.644	0.6876	1.1056	0.3311	-0.2169	0.1453	-0.6387	-0.176	1.2071	0.1358	-0.7915	0.1325	0.237	-0.4315	-0.7638
f0788	0.0369	0.6315	-1.1907	0.2646	1.7366	-0.2142	-0.1785	0.8681	-0.61	-0.0927	0.4651	-0.0562	-0.4456	1.9962	-0.9169	0.4395	0.7542	0.0504	1.5701	0.4
f0048	-1.4449	0.846	-0.4467	0.1836	-0.5905	0.3484	-0.5347	0.1182	-1.6276	0.0813	0.6295	-1.5044	-0.9745	-0.3757	2.7172	0.4923	0.3008	-2.0723	0.392	0.0349
f0851	0.4717	0.0257	-0.3843	0.4055	-1.3556	-0.7733	-0.1847	0.2176	0.1725	0.4596	0.2551	0.8047	-1.0204	-0.2502	-0.4425	1.7136	-0.0979	-0.2924	-0.8806	0.6386
f0478	-0.9822	-0.3677	0.4263	-0.9583	1.4803	0.6653	1.1231	0.2222	0.1232	-1.2828	-0.7235	-0.6425	0.066	-0.9363	1.1927	1.5675	-1.252	-0.5046	-2.832	1.52
f0501	0.7615	-0.6391	-0.1118	1.8671	1.1168	-1.9028	0.0544	-1.5073	0.1325	0.7082	-0.2741	-0.7091	0.1825	0.9881	-0.1449	0.6532	-0.0995	0.4933	0.9528	0.0166
f0895	-1.1304	-0.3437	0.1386	0.6649	0.1906	-1.9514	0.1217	1.2882	-0.7227	-0.8116	0.6873	0.8134	-0.7482	-0.7621	2.1966	1.8345	-1.7793	-1.0107	1.6986	1.2258
f0647	0.4581	0.2005	0.8005	-0.0018	1.0617	-1.2367	-1.0817	0.858	-0.2836	0.2849	-0.4971	-1.1174	0.709	0.4114	-0.6489	-0.9157	-0.7733	-0.1897	0.461	0.3111
f0795	0.7756	0.761	0.7189	-2.3718	0.9265	-1.197	1.8316	0.4753	1.5371	0.2419	-0.3569	-0.527	-0.7581	-0.4319	-0.7932	-0.3889	-1.0052	0.7412	-0.7534	1.0152
f0304	0.0651	-0.5281	0.9896	0.1961	0.7889	0.4223	-0.4427	-0.9027	0.3161	2.3198	0.4967	0.7251	-1.6059	-0.825	-0.3826	1.3367	-0.5034	-1.3979	0.7288	-1.2859
f0059	0.1838	-3.0454	0.2721	-1.6415	1.7389	0.8552	3.1707	0.693	-0.0684	-1.1909	0.3305	1.5348	-1.0513	-0.6673	-0.7126	-0.3339	-1.7733	0.115	0.1557	0.4227
f0452	-0.5254	1.2661	-0.1172	-0.9055	0.7606	-0.3465	-0.5011	0.7111	0.8264	-1.5087	1.251	-2.2544	0.9996	1.5926	-1.6471	-0.4741	0.4781	1.9896	0.0512	0.6384
f0416	-0.3126	-1.1214	-0.5208	0.6795	1.4681	1.1843	2.1323	0.4135	0.1936	0.8167	-0.4522	-0.0553	1.3814	-0.2001	-0.047	0.5878	0.2774	0.3738	-1.2898	0.3701
f0029	-0.0491	-0.0244	-0.8997	0.4932	-0.7084	-0.3789	0.92	0.6781	-0.1462	0.314	0.5256	-1.362	0.676	2.5258	-1.2966	0.141	0.4218	1.5486	0.0883	-0.3981
f0645	0.0773	1.1932	-0.7711	0.9166	0.2045	-0.1067	0.1247	-2.1432	-0.5493	-1.1603	1.0012	-0.5551	1.0624	-0.222	-1.1613	3.05	0.0314	-0.0144	-0.1521	-1.0489
f0515	1.2422	-1.219	-0.4638	-0.2793	-1.0461	1.943	-1.3546	0.3521	-0.9193	-0.838	-0.555	-0.9027	-0.4328	-0.8401	1.1734	-0.2981	1.133	0.6335	1.2428	-1.6908
f0023	-1.0375	-0.2787	-0.1196	-1.3816	0.0392	-0.6348	1.1627	-1.6896	-0.1796	-1.4374	0.2054	0.3259	-1.291	0.1669	-0.25	-0.2982	-1.2623	-0.7761	-0.6731	-1.6833
f0164	-0.6548	-0.3812	-1.0211	1.4065	0.3	0.198	0.0497	1.0058	0.5124	-1.142	-0.6066	0.7924	-0.1478	-2.222	0.2153	1.6383	0.4519	-0.4475	-0.9061	-0.6557
f0846	2.3697	-0.5814	0.2508	1.1868	0.5845	-0.5484	-0.71	0.9032	0.9014	-1.8483	0.1706	-0.2956	-1.5409	0.9004	-1.0642	0.1581	0.8979	0.16	-0.3892	-1.1731
f0339	-0.1416	0.7315	2.1785	-0.3418	0.2223	1.0357	-0.0741	1.5688	-0.7019	0.6386	1.8984	0.3814	0.8881	1.0963	-1.335	1.2363	-0.0385	-0.1697	-0.6707	-1.3042
f0146	-0.9252	0.0164	0.8851	-0.8167	-2.8692	-1.8738	0.665	1.2222	-0.3057	0.381	0.6023	0.4185	-1.2161	0.266	-1.5413	0.0749	2.0889	1.1377	1.0424	-1.1345
f0890	1.6783	-0.814	-0.6296	-0.2597	-2.0789	0.7138	-1.0525	0.3092	1.04	1.6805	-0.4624	0.3462	0.8542	0.7984	1.9942	0.7067	-0.6474	0.1091	-0.463	-1.8096
f0790	-0.5014	0.5378	-0.2635	-0.5233	0.2046	1.1008	-0.2983	0.4877	-1.7591	-0.1766	-1.2232	-0.0959	-0.9672	-0.9641	0.9918	1.2679	-0.575	-0.0984	0.5742	-0.0012
f0520	-0.8864	-0.4668	-1.6862	1.3431	1.4531	-0.0229	-1.2626	-0.7486	0.07	-0.4527	-1.1701	0.1262	0.2324	0.2199	0.68	-0.1736	1.7893	-0.5684	-0.4434	0.1817
f0068	-1.8227	0.097	0.9325	-0.973	0.3475	-1.0802	0.4483	0.0335	0.2713	0.2892	-0.6534	-0.2353	-1.1532	0.7502	0.5939	1.4679	0.2439	0.1317	0.3482	-1.7547
f0038	2.5651	-0.5469	0.9977	0.3344	-0.7533	1.0881	-1.4216	1.4013	-2.4007	0.6596	1.0833	0.0316	0.5345	0.6685	1.0655	-0.736	-0.3046	-0.5567	-1.7299	-0.8247
f0529	-0.4901	0.4598	-0.0534	-0.0127	0.5061	0.711	-2.1238	-0.0267	0.4587	-1.6548	-1.3269	0.2322	0.9852	1.1846	0.0727	0.1829	-1.5316	-0.0217	-0.2257	0.3225
f0999	4.263	2.7131	3.4443	2.4619	3.7928	3.3926	2.579	3.5923	3.2278	1.7447	-1.2196	-0.0057	-0.1985	0.4796	1.2707	-0.4088	1.3389	-1.0784	0.3403	2.1129
f0731	-1.7145	1.0962	0.1855	-0.4303	0.2396	1.3044	-1.0399	1.0071	0.0322	-0.5524	1.9069	0.6453	-0.2191	-0.3816	0.3273	-0.7658	-1.5314	-2.6967	-0.3705	-0.6774
f0077	1.8138	-0.552	-0.5684	0.2208	0.1646	-0.0945	-2.2854	1.691	-0.7209	-0.4794	-0.5372	1.7015	-1.1412	-0.2095	-0.3841	0.1575	0.4476	-1.6041	-0.4741	-0.2499
f0594	-1.8562	-1.1789	-1.416	0.6613	-1.02	-0.2317	0.2429	0.34	-0.7465	-0.9503	0.4388	0.1631	-0.5028	0.7642	0.0168	0.8095	-0.1102	0.3526	-0.2439	-1.647
f0995	3.4146	1.5269	3.4924	1.9855	2.1762	3.9933	4.8679	3.5669	3.149	2.3345	-0.0569	-0.9984	-1.0172	1.0239	-0.5465	0.9211	-1.3909	1.0192	-1.3554	0.6645
f0754	-1.1072	0.4018	0.0268	0.5736	1.1487	0.9271	1.5969	-0.9659	0.5289	1.0401	0.4082	-1.0871	-0.0066	-0.0876	1.0881	0.0853	-0.459	0.942	2.2239	-0.0384
f0595	1.6166	-0.772	0.7438	-0.4266	-2.5338	-0.3588	0.53	0.4749	0.8607	0.7428	0.8793	0.1139	1.012	0.0401	-0.5184	-0.5616	-1.4328	2.4778	0.2927	-1.888
f0760	-0.1612	-0.7787	-0.9528	-1.3173	-0.6608	0.0645	-1.8316	0.583	0.3301	-0.1184	0.5602	1.8445	0.2127	-0.0629	0.2586	0.2967	-1.8373	-0.5831	-0.1721	-1.2999
f0700	-0.0124	-0.5821	0.0912	1.1755	1.8887	0.7293	-1.4486	-0.2739	0.9391	-1.2071	1.0777	0.9002	-0.2613	-0.0885	0.6969	-0.9668	0.4993	-0.7046	-0.3684	0.9413
f0607	-0.069	0.7534	-1.2302	-0.476	-0.9896	2.2803	-1.0814	-0.3204	0.5238	0.4911	-1.1753	0.7702	-0.1707	1.6559	-0.8635	0.7032	-0.86	-0.5727	0.0589	-0.2415
f0255	0.5577	1.3071	-0.4052	-1.3974	-2.3479	0.8186	-0.3312	1.7229	0.4755	1.1644	1.2817	1.6088	-0.6433	0.3901	-0.3323	-0.2341	-1.7003	1.4099	-0.3685	-0.1426
f0001	0.7555	0.2167	-0.842	0.1297	0.6191	-1.079	0.8725	-1.3234	0.4612	0.7986	-1.1201	0.6902	-0.183	-1.2601	-0.8243	0.0113	-0.7041	1.6462	-0.7513	0.8491
f0772	-1.075	1.0984	-0.0331	-0.4241	2.5887	1.8138	0.6457	-0.8162	0.4343	0.6683	0.612	1.325	1.9266	-0.5053	0.3608	0.0802	-0.0749	0.7206	-1.3093	-0.1036
f0723	0.1819	-0.8535	-0.4322	0.3063	-1.1739	-0.0948	-0.8334	-0.2906	0.058	1.0114	-0.3658	-0.5489	0.2586	0.5335	0.1875	0.2717	-0.1674	0.9476	0.6121	1.1365
f0596	0.4596	2.0042	0.0382	1.0958	-0.6925	0.9105	0.1501	0.0337	-0.0984	-1.4073	1.5491	-1.7749	-0.6861	-0.3835	-0.9092	-1.4406	0.34	0.3085	0.0096	-0.1419
f0381	1.1676	-0.0254	-0.311	-0.1519	-0.5728	-0.7149	-0.7239	0.4319	1.3118	1.5021	1.5319	-1.1145	0.727	0.8808	-1.5181	0.1813	-0.4454	-0.2684	-0.2824	0.8203
f0086	0.178	-1.9396	-0.0634	-0.7501	-2.759	-0.5474	0.1142	-1.166	0.5295	1.8049	1.1183	-0.2926	0.619	0.2477	0.2908	-1.0286	-0.296	-1.2365	-0.0207	-0.4052
f0991	2.9942	2.7356	3.1656	4.9282	2.7108	3.8048	4.36	3.5132	2.9483	4.2273	-0.6151	-2.1297	0.7449	0.0432	-0.3068	-0.5565	-0.8156	0.8206	0.9503	0.7215
f0365	1.5541	1.4643	0.8696	1.044	1.0412	-0.8926	1.207	0.9814	0.9431	1.7301	-0.0814	-1.3468	-2.132	2.1264	0.944	1.4356	0.1147	0.5851	0.0889	-0.6138
f0243	0.3845	-0.5226	-1.0192	-2.0032	0.1962	-0.6919	-1.3236	0.3244	-0.7662	0.8538	1.9656	0.8114	-1.4324	0.9982	-0.124	0.6151	-0.0904	0.8731	1.0881	1.4895
f0504	0.0697	0.7105	2.2554	-0.2548	-0.5714	1.8661	0.6111	-0.1592	-0.2942	-1.4242	0.6129	-0.9337	-0.9467	0.2258	-0.4455	-0.8106	0.5231	1.4728	-0.6502	-0.4387
f0375	0.8155	0.0847	-0.3633	-0.6871	0.032	0.376	-0.0664	1.3057	0.3989	-0.8136	0.5399	0.3436	-0.1114	0.3691	2.1274	-0.889	0.952	1.5689	-0.6402	0.1658
f0208	1.3772	0.4577	0.1071	1.4282	-0.7188	-0.0935	-0.695	0.2058	1.1901	0.1836	0.0988	-0.2594	-0.3779	-2.0926	0.1821	-1.8395	1.4227	-0.2218	-0.5964	0.0566
f0989	3.7636	2.5501	2.1779	3.4437	3.9457	1.1837	4.381	2.3991	2.1052	2.4065	-1.3515	0.7149	2.0568	-0.8309	-0.2234	0.4496	-1.6512	0.5896	-0.736	1.1164
f0125	1.2484	-1.8678	-0.2287	-1.2867	-0.4136	-1.0859	-0.9497	0.9259	1.4371	2.2664	-0.9926	-0.043	0.6333	-1.4328	-0.9664	0.7682	0.4192	0.5023	-0.45	1.028
f0986	2.7105	3.6139	3.63	0.6014	3.2021	3.4858	4.4436	3.3616	3.6796	3.3804	0.9556	-0.8992	-0.6716	-0.7697	-0.5941	0.1616	1.1759	-2.1873	0.9186	-0.3218
f0227	1.1853	0.5656	0.8583	0.161	0.0783	-1.3177	0.7942	-0.9244	0.4664	0.1854	0.3859	-0.2308	0.3876	1.264	-2.2262	-0.7504	0.8215	1.097	-0.926	-1.3198
f0259	0.5737	1.5069	0.3402	-0.3892	0.842	0.9946	0.985	0.0971	-0.1677	1.3705	0.1888	-1.6018	-0.5496	1.0436	-0.4585	0.0058	0.8117	1.766	-0.3891	-0.0236
f0921	-2.9121	-2.2187	-0.8314	-1.3531	-1.6883	-1.6083	-1.6753	-1.1799	-2.0548	-1.7	-2.942	0.1119	-1.1824	0.0762	-0.7293	0.3377	0.0079	-0.7414	-0.2256	0.1376
f0598	-1.8192	0.1474	-0.3221	-0.5684	0.3635	0.8013	0.4341	2.2473	0.094	1.5541	0.8465	-0.1144	0.9396	-0.8127	-1.2021	0.7044	-0.9867	1.6338	1.1082	-1.1095
f0743	-0.0825	0.071	1.6586	0.7588	-0.135	1.9175	0.098	-0.8379	-1.6319	-0.9067	0.9103	-0.5438	0.6506	-0.5764	0.417	0.8416	-0.0845	0.8473	0.8401	-0.5649
f0439	0.7544	0.3014	-0.2766	-1.558	-0.5292	-2.0998	-0.1516	-0.0214	-0.8657	-0.5507	0.7546	-1.4859	-0.9629	0.0245	1.0454	1.0208	-0.538	-0.175	-0.3625	-0.144
f0612	2.6616	-0.7486	-0.4618	-0.174	0.7168	-0.3862	0.7385	-2.6785	0.9821	-1.8798	-0.3934	-0.8818	-0.5262	1.1597	1.3103	-0.1916	1.0017	0.7704	-0.5396	0.0031
f0303	-0.6825	0.8181	-0.0591	0.3412	2.2585	1.4721	1.9788	1.3684	0.1943	1.4924	0.4266	-0.4166	-1.3355	-0.7559	1.1109	0.5257	-0.6396	-0.1545	0.7085	0.1914
f0258	-1.7764	-1.6795	0.1625	0.3514	2.6195	1.3249	-1.3782	1.2944	-0.8489	-1.779	0.0019	0.5091	-1.6131	1.0106	-0.5045	0.2924	1.4073	0.9055	1.5518	-0.8184
f0688	-0.7973	-0.8427	-1.0231	1.7816	0.0052	-0.406	2.2265	-1.168	-0.9841	0.0117	0.2807	1.8823	-0.429	-0.1146	0.5247	-0.7036	-1.2044	0.0485	0.5462	0.376
f0000	-0.7033	-1.1485	-0.8613	1.5557	0.0085	0.0459	0.1402	-0.3051	0.8866	-0.0556	0.6778	1.2223	-0.0696	0.5821	1.151	0.0187	-0.1441	0.1573	-0.6153	0.2791
f0448	-0.6627	-1.8382	0.928	0.1718	-0.335	-0.2194	-1.5436	1.5166	0.2216	-0.2067	0.8892	-1.2052	0.8518	0.3662	-1.337	-0.4303	1.2813	0.9052	-0.0889	0.2631
f0550	-1.7828	1.3417	-2.8612	-0.638	1.4102	0.9885	-0.6242	0.0047	-0.9562	0.9865	-1.6453	-1.8352	-1.4858	1.263	-0.393	0.9695	-0.136	-0.6203	-1.0437	-0.4524
f0919	-0.7971	-0.3063	0.3807	-0.9108	0.9711	-0.4678	-1.1733	0.6214	-0.3466	1.4633	0.1282	1.2291	-1.4001	0.5703	0.8359	0.3494	-0.5318	-0.4956	0.2799	0.0051
f0834	0.7132	1.1095	1.248	0.1723	-0.3304	0.559	0.8132	-0.7544	0.3611	-1.7173	0.1351	1.0451	-1.7492	1.8049	-0.0529	-0.4204	1.1831	0.4303	-0.1457	-0.3585
f0148	0.5002	-0.2143	0.4673	-1.7118	0.1996	0.3395	-0.0116	-0.3836	-1.7129	2.0172	-1.1399	2.0159	1.1601	1.1472	1.7003	0.771	-1.4805	-0.5659	0.6642	-0.6218
